,Sender,Recipient,EventDate
72862,133,107,2010-09-02 09:38:45
72863,133,166,2010-09-02 09:38:45
72864,133,62,2010-09-02 09:38:45
72865,133,73,2010-09-02 09:38:45
72866,166,133,2010-09-02 09:38:46
72867,90,13,2010-09-02 09:40:40
72868,13,90,2010-09-02 09:41:17
72869,55,58,2010-09-02 09:41:23
72870,52,11,2010-09-02 09:41:33
72871,90,13,2010-09-02 09:50:47
72872,119,65,2010-09-02 09:51:50
72873,35,74,2010-09-02 09:51:52
72874,13,90,2010-09-02 09:53:43
72875,128,95,2010-09-02 09:54:15
72876,35,11,2010-09-02 10:02:21
72877,142,19,2010-09-02 10:03:16
72878,142,143,2010-09-02 10:03:16
72879,35,17,2010-09-02 10:03:43
72880,17,35,2010-09-02 10:04:53
72881,47,82,2010-09-02 10:05:40
72882,47,82,2010-09-02 10:05:42
72883,135,77,2010-09-02 10:08:44
72884,77,135,2010-09-02 10:09:24
72885,123,19,2010-09-02 10:11:32
72886,123,133,2010-09-02 10:11:32
72887,123,137,2010-09-02 10:11:32
72888,105,60,2010-09-02 10:12:52
72889,130,154,2010-09-02 10:13:51
72890,130,17,2010-09-02 10:13:51
72891,136,69,2010-09-02 10:19:00
72892,136,86,2010-09-02 10:19:00
72893,136,148,2010-09-02 10:19:00
72894,136,161,2010-09-02 10:19:00
72895,136,36,2010-09-02 10:19:00
72896,123,19,2010-09-02 10:21:13
72897,123,133,2010-09-02 10:21:13
72898,123,136,2010-09-02 10:21:13
72899,128,3,2010-09-02 10:22:16
72900,65,119,2010-09-02 10:22:33
72901,64,37,2010-09-02 10:25:25
72902,65,90,2010-09-02 10:28:28
72903,36,136,2010-09-02 10:28:30
72904,133,123,2010-09-02 10:29:21
72905,133,123,2010-09-02 10:29:24
72906,118,86,2010-09-02 10:29:54
72907,32,88,2010-09-02 10:34:09
72908,32,88,2010-09-02 10:34:49
72909,55,107,2010-09-02 10:35:23
72910,136,156,2010-09-02 10:36:28
72911,136,69,2010-09-02 10:36:28
72912,35,129,2010-09-02 10:37:23
72913,136,123,2010-09-02 10:37:48
72914,19,123,2010-09-02 10:40:57
72915,19,123,2010-09-02 10:41:01
72916,19,142,2010-09-02 10:41:42
72917,156,136,2010-09-02 10:41:43
72918,84,92,2010-09-02 10:43:06
72919,18,129,2010-09-02 10:43:55
72920,129,35,2010-09-02 10:45:18
72921,18,148,2010-09-02 10:46:54
72922,129,18,2010-09-02 10:55:00
72923,136,133,2010-09-02 10:58:41
72924,136,73,2010-09-02 10:58:41
72925,110,64,2010-09-02 10:58:48
72926,152,126,2010-09-02 11:03:27
72927,126,152,2010-09-02 11:07:27
72928,128,85,2010-09-02 11:08:12
72929,103,102,2010-09-02 11:09:23
72930,103,85,2010-09-02 11:09:23
72931,103,66,2010-09-02 11:09:23
72932,103,83,2010-09-02 11:09:23
72933,103,54,2010-09-02 11:09:23
72934,103,8,2010-09-02 11:09:23
72935,103,156,2010-09-02 11:09:23
72936,103,55,2010-09-02 11:09:23
72937,103,89,2010-09-02 11:09:23
72938,103,11,2010-09-02 11:09:23
72939,8,103,2010-09-02 11:09:23
72940,148,136,2010-09-02 11:09:55
72941,18,129,2010-09-02 11:11:53
72942,85,47,2010-09-02 11:14:04
72943,156,69,2010-09-02 11:16:34
72944,156,85,2010-09-02 11:16:34
72945,69,156,2010-09-02 11:17:22
72946,136,156,2010-09-02 11:18:38
72947,107,136,2010-09-02 11:28:24
72948,101,34,2010-09-02 11:29:32
72949,90,65,2010-09-02 11:29:51
72950,136,107,2010-09-02 11:32:31
72951,136,123,2010-09-02 11:33:22
72952,128,85,2010-09-02 11:41:29
72953,107,55,2010-09-02 11:44:32
72954,107,55,2010-09-02 11:47:47
72955,112,47,2010-09-02 11:48:56
72956,112,136,2010-09-02 11:48:56
72957,112,57,2010-09-02 11:48:56
72958,112,97,2010-09-02 11:48:56
72959,47,112,2010-09-02 11:52:04
72960,143,142,2010-09-02 11:53:36
72961,143,35,2010-09-02 11:53:42
72962,143,152,2010-09-02 11:54:23
72963,128,141,2010-09-02 11:55:42
72964,128,54,2010-09-02 11:55:42
72965,86,136,2010-09-02 11:56:27
72966,141,128,2010-09-02 11:58:48
72967,11,158,2010-09-02 12:00:01
72968,128,141,2010-09-02 12:01:08
72969,136,112,2010-09-02 12:02:13
72970,156,69,2010-09-02 12:04:53
72971,107,141,2010-09-02 12:05:35
72972,107,55,2010-09-02 12:05:35
72973,156,69,2010-09-02 12:07:03
72974,85,118,2010-09-02 12:07:59
72975,126,45,2010-09-02 12:10:20
72976,156,86,2010-09-02 12:12:05
72977,119,77,2010-09-02 12:12:15
72978,97,112,2010-09-02 12:14:00
72979,13,90,2010-09-02 12:20:28
72980,11,133,2010-09-02 12:21:41
72981,65,90,2010-09-02 12:22:41
72982,86,69,2010-09-02 12:23:02
72983,86,85,2010-09-02 12:23:02
72984,86,148,2010-09-02 12:23:02
72985,86,121,2010-09-02 12:23:02
72986,86,118,2010-09-02 12:23:02
72987,86,36,2010-09-02 12:23:02
72988,86,156,2010-09-02 12:23:13
72989,55,107,2010-09-02 12:23:14
72990,55,107,2010-09-02 12:25:20
72991,133,136,2010-09-02 12:25:21
72992,133,11,2010-09-02 12:25:38
72993,133,11,2010-09-02 12:27:45
72994,17,89,2010-09-02 12:28:16
72995,11,133,2010-09-02 12:28:16
72996,89,17,2010-09-02 12:28:44
72997,65,17,2010-09-02 12:29:29
72998,65,97,2010-09-02 12:29:29
72999,107,136,2010-09-02 12:35:07
73000,107,55,2010-09-02 12:35:26
73001,155,136,2010-09-02 12:35:51
73002,52,11,2010-09-02 12:38:43
73003,52,148,2010-09-02 12:38:43
73004,148,52,2010-09-02 12:42:49
73005,11,52,2010-09-02 12:46:16
73006,136,69,2010-09-02 12:49:23
73007,136,133,2010-09-02 12:51:26
73008,136,39,2010-09-02 12:51:26
73009,136,19,2010-09-02 12:51:26
73010,136,123,2010-09-02 12:51:26
73011,136,84,2010-09-02 12:51:26
73012,136,62,2010-09-02 12:51:26
73013,136,141,2010-09-02 12:51:26
73014,136,107,2010-09-02 12:51:26
73015,136,166,2010-09-02 12:51:26
73016,136,112,2010-09-02 12:51:26
73017,133,136,2010-09-02 12:51:39
73018,19,136,2010-09-02 12:52:03
73019,84,136,2010-09-02 12:55:20
73020,136,112,2010-09-02 12:56:57
73021,11,52,2010-09-02 12:57:45
73022,112,136,2010-09-02 12:59:22
73023,112,136,2010-09-02 13:01:45
73024,62,88,2010-09-02 13:02:40
73025,88,110,2010-09-02 13:05:43
73026,88,154,2010-09-02 13:05:43
73027,88,127,2010-09-02 13:05:43
73028,52,11,2010-09-02 13:06:03
73029,130,86,2010-09-02 13:06:38
73030,107,136,2010-09-02 13:08:43
73031,62,136,2010-09-02 13:09:26
73032,36,47,2010-09-02 13:16:03
73033,118,37,2010-09-02 13:16:46
73034,118,37,2010-09-02 13:18:11
73035,69,136,2010-09-02 13:18:53
73036,135,19,2010-09-02 13:25:56
73037,103,141,2010-09-02 13:29:30
73038,103,44,2010-09-02 13:29:30
73039,103,56,2010-09-02 13:29:30
73040,103,50,2010-09-02 13:29:30
73041,103,149,2010-09-02 13:29:30
73042,103,152,2010-09-02 13:29:30
73043,141,146,2010-09-02 13:32:38
73044,77,119,2010-09-02 13:40:50
73045,136,69,2010-09-02 13:41:34
73046,136,153,2010-09-02 13:41:34
73047,136,107,2010-09-02 13:41:34
73048,153,136,2010-09-02 13:41:35
73049,60,13,2010-09-02 13:42:24
73050,39,136,2010-09-02 13:44:53
73051,110,148,2010-09-02 13:45:30
73052,3,128,2010-09-02 13:46:08
73053,123,136,2010-09-02 13:47:26
73054,36,85,2010-09-02 13:47:34
73055,36,83,2010-09-02 13:47:34
73056,123,136,2010-09-02 13:47:46
73057,13,60,2010-09-02 13:48:30
73058,69,136,2010-09-02 13:51:36
73059,107,136,2010-09-02 13:51:53
73060,148,110,2010-09-02 13:53:01
73061,13,90,2010-09-02 13:56:23
73062,128,3,2010-09-02 13:58:35
73063,86,118,2010-09-02 14:00:06
73064,90,80,2010-09-02 14:01:03
73065,90,11,2010-09-02 14:01:03
73066,90,41,2010-09-02 14:01:03
73067,103,95,2010-09-02 14:04:09
73068,83,85,2010-09-02 14:08:34
73069,37,118,2010-09-02 14:09:25
73070,37,154,2010-09-02 14:09:25
73071,37,141,2010-09-02 14:09:25
73072,37,64,2010-09-02 14:09:25
73073,64,37,2010-09-02 14:12:52
73074,64,18,2010-09-02 14:16:24
73075,18,64,2010-09-02 14:17:36
73076,64,61,2010-09-02 14:21:39
73077,130,17,2010-09-02 14:29:33
73078,118,37,2010-09-02 14:32:56
73079,64,110,2010-09-02 14:34:20
73080,85,83,2010-09-02 14:35:58
73081,103,95,2010-09-02 14:55:02
73082,154,37,2010-09-02 14:59:08
73083,118,113,2010-09-02 14:59:39
73084,118,78,2010-09-02 14:59:39
73085,85,36,2010-09-02 15:04:45
73086,156,47,2010-09-02 15:14:52
73087,156,136,2010-09-02 15:14:58
73088,128,113,2010-09-02 15:24:21
73089,85,136,2010-09-02 15:32:31
73090,85,36,2010-09-02 15:32:31
73091,36,86,2010-09-02 15:34:53
73092,36,69,2010-09-02 15:34:53
73093,36,136,2010-09-02 15:34:53
73094,36,154,2010-09-02 15:34:53
73095,36,85,2010-09-02 15:34:53
73096,36,148,2010-09-02 15:34:53
73097,36,90,2010-09-02 15:34:53
73098,36,83,2010-09-02 15:34:53
73099,103,141,2010-09-02 15:58:32
73100,103,44,2010-09-02 15:58:32
73101,103,81,2010-09-02 15:58:32
73102,103,56,2010-09-02 15:58:33
73103,103,50,2010-09-02 15:58:33
73104,103,149,2010-09-02 15:58:33
73105,103,152,2010-09-02 15:58:33
73106,156,86,2010-09-02 17:30:51
73107,156,69,2010-09-02 17:30:51
73108,156,36,2010-09-02 17:30:51
73109,156,85,2010-09-02 17:30:51
73110,156,83,2010-09-02 17:30:51
73111,78,47,2010-09-02 20:59:59
73112,17,37,2010-09-02 22:34:56
73113,17,136,2010-09-02 22:34:56
73114,17,148,2010-09-02 22:34:56
73115,17,90,2010-09-02 22:34:56
73116,17,62,2010-09-02 22:34:56
73117,17,141,2010-09-02 22:34:56
73118,17,146,2010-09-02 22:34:56
73119,17,129,2010-09-02 22:34:56
73120,17,32,2010-09-02 22:34:56
73121,17,97,2010-09-02 22:34:56
73122,17,78,2010-09-02 22:34:56
73123,17,19,2010-09-02 22:34:56
73124,17,105,2010-09-02 22:34:56
73125,17,158,2010-09-02 22:34:56
73126,17,41,2010-09-02 22:34:56
73127,17,80,2010-09-02 22:34:56
73128,17,133,2010-09-02 22:34:56
73129,17,11,2010-09-02 22:34:56
73130,17,161,2010-09-02 22:34:56
73131,141,125,2010-09-03 05:36:29
73132,141,80,2010-09-03 06:09:10
73133,141,161,2010-09-03 06:09:10
73134,74,90,2010-09-03 06:25:37
73135,74,127,2010-09-03 06:25:37
73136,74,35,2010-09-03 06:25:37
73137,52,11,2010-09-03 06:27:01
73138,52,148,2010-09-03 06:27:01
73139,52,98,2010-09-03 06:27:01
73140,52,63,2010-09-03 06:27:01
73141,98,52,2010-09-03 06:46:39
73142,17,146,2010-09-03 06:49:12
73143,17,105,2010-09-03 06:49:12
73144,17,133,2010-09-03 06:49:12
73145,17,41,2010-09-03 06:49:12
73146,17,97,2010-09-03 06:49:12
73147,17,62,2010-09-03 06:49:12
73148,17,158,2010-09-03 06:49:12
73149,17,37,2010-09-03 06:49:12
73150,17,141,2010-09-03 06:49:12
73151,17,32,2010-09-03 06:49:12
73152,136,141,2010-09-03 06:53:33
73153,136,62,2010-09-03 06:53:33
73154,136,133,2010-09-03 06:53:33
73155,136,19,2010-09-03 06:53:33
73156,62,17,2010-09-03 06:56:05
73157,62,136,2010-09-03 06:56:33
73158,133,17,2010-09-03 06:56:35
73159,64,37,2010-09-03 06:57:17
73160,64,154,2010-09-03 06:57:17
73161,64,52,2010-09-03 06:57:17
73162,64,118,2010-09-03 06:57:17
73163,133,136,2010-09-03 06:57:25
73164,52,64,2010-09-03 06:58:12
73165,95,103,2010-09-03 06:59:09
73166,127,74,2010-09-03 06:59:10
73167,66,130,2010-09-03 06:59:36
73168,95,39,2010-09-03 06:59:53
73169,97,17,2010-09-03 07:04:11
73170,133,11,2010-09-03 07:04:21
73171,130,66,2010-09-03 07:04:47
73172,130,17,2010-09-03 07:05:59
73173,19,136,2010-09-03 07:06:35
73174,3,90,2010-09-03 07:07:52
73175,74,90,2010-09-03 07:10:09
73176,74,127,2010-09-03 07:10:09
73177,74,35,2010-09-03 07:10:09
73178,127,74,2010-09-03 07:10:51
73179,11,90,2010-09-03 07:13:53
73180,90,154,2010-09-03 07:13:55
73181,90,18,2010-09-03 07:13:55
73182,90,110,2010-09-03 07:13:55
73183,90,41,2010-09-03 07:13:55
73184,90,74,2010-09-03 07:15:43
73185,90,74,2010-09-03 07:15:44
73186,90,3,2010-09-03 07:16:44
73187,39,95,2010-09-03 07:25:05
73188,141,154,2010-09-03 07:27:47
73189,141,64,2010-09-03 07:27:47
73190,64,141,2010-09-03 07:27:53
73191,136,86,2010-09-03 07:28:03
73192,136,133,2010-09-03 07:28:03
73193,136,141,2010-09-03 07:28:03
73194,136,85,2010-09-03 07:28:03
73195,136,69,2010-09-03 07:28:03
73196,136,19,2010-09-03 07:28:03
73197,136,62,2010-09-03 07:28:03
73198,136,73,2010-09-03 07:28:03
73199,136,36,2010-09-03 07:28:03
73200,136,155,2010-09-03 07:28:03
73201,136,161,2010-09-03 07:28:03
73202,37,64,2010-09-03 07:30:14
73203,19,136,2010-09-03 07:32:12
73204,133,136,2010-09-03 07:32:14
73205,141,136,2010-09-03 07:33:17
73206,63,52,2010-09-03 07:34:43
73207,133,97,2010-09-03 07:35:19
73208,133,17,2010-09-03 07:35:19
73209,32,17,2010-09-03 07:35:20
73210,83,156,2010-09-03 07:37:28
73211,18,90,2010-09-03 07:41:10
73212,158,17,2010-09-03 07:42:47
73213,136,141,2010-09-03 07:43:38
73214,37,17,2010-09-03 07:45:27
73215,154,141,2010-09-03 07:45:50
73216,129,154,2010-09-03 07:49:28
73217,129,18,2010-09-03 07:49:28
73218,129,110,2010-09-03 07:49:28
73219,129,64,2010-09-03 07:49:28
73220,129,158,2010-09-03 07:49:28
73221,146,17,2010-09-03 07:50:19
73222,110,129,2010-09-03 07:50:46
73223,64,129,2010-09-03 07:50:59
73224,69,136,2010-09-03 07:51:38
73225,11,52,2010-09-03 07:51:55
73226,110,90,2010-09-03 07:54:19
73227,32,17,2010-09-03 07:54:56
73228,32,97,2010-09-03 07:54:56
73229,35,74,2010-09-03 07:55:07
73230,18,129,2010-09-03 07:55:21
73231,136,86,2010-09-03 07:55:59
73232,136,69,2010-09-03 07:55:59
73233,32,97,2010-09-03 07:56:00
73234,32,17,2010-09-03 07:56:00
73235,154,129,2010-09-03 07:56:37
73236,32,97,2010-09-03 07:56:48
73237,32,17,2010-09-03 07:56:48
73238,11,52,2010-09-03 07:56:48
73239,11,98,2010-09-03 07:56:48
73240,148,52,2010-09-03 07:57:19
73241,69,136,2010-09-03 07:59:15
73242,69,156,2010-09-03 07:59:45
73243,56,13,2010-09-03 08:04:01
73244,62,136,2010-09-03 08:04:14
73245,69,136,2010-09-03 08:05:47
73246,69,136,2010-09-03 08:05:56
73247,69,136,2010-09-03 08:06:49
73248,18,90,2010-09-03 08:08:44
73249,18,154,2010-09-03 08:08:44
73250,18,129,2010-09-03 08:08:44
73251,18,110,2010-09-03 08:08:44
73252,101,58,2010-09-03 08:09:28
73253,69,156,2010-09-03 08:15:39
73254,69,156,2010-09-03 08:15:56
73255,86,136,2010-09-03 08:18:27
73256,86,136,2010-09-03 08:18:28
73257,86,156,2010-09-03 08:19:25
73258,13,56,2010-09-03 08:19:58
73259,103,95,2010-09-03 08:24:39
73260,118,64,2010-09-03 08:25:25
73261,36,136,2010-09-03 08:29:14
73262,52,11,2010-09-03 08:31:05
73263,52,11,2010-09-03 08:32:40
73264,52,98,2010-09-03 08:32:40
73265,37,118,2010-09-03 08:32:48
73266,37,154,2010-09-03 08:32:48
73267,37,141,2010-09-03 08:32:48
73268,37,64,2010-09-03 08:32:48
73269,97,133,2010-09-03 08:33:57
73270,118,37,2010-09-03 08:34:21
73271,17,133,2010-09-03 08:40:18
73272,97,57,2010-09-03 08:42:09
73273,103,95,2010-09-03 08:42:15
73274,78,113,2010-09-03 08:42:22
73275,11,52,2010-09-03 08:43:46
73276,103,85,2010-09-03 08:45:07
73277,98,52,2010-09-03 08:46:44
73278,98,11,2010-09-03 08:46:53
73279,47,152,2010-09-03 08:48:50
73280,37,52,2010-09-03 08:49:48
73281,94,61,2010-09-03 08:49:50
73282,47,135,2010-09-03 08:50:02
73283,52,37,2010-09-03 08:50:24
73284,61,94,2010-09-03 08:50:29
73285,135,47,2010-09-03 08:51:36
73286,47,156,2010-09-03 08:54:35
73287,47,156,2010-09-03 08:55:58
73288,135,30,2010-09-03 09:04:22
73289,13,85,2010-09-03 09:04:43
73290,128,81,2010-09-03 09:12:02
73291,118,148,2010-09-03 09:13:00
73292,118,11,2010-09-03 09:13:00
73293,118,86,2010-09-03 09:13:00
73294,52,37,2010-09-03 09:16:46
73295,52,118,2010-09-03 09:16:46
73296,118,52,2010-09-03 09:18:15
73297,103,166,2010-09-03 09:26:54
73298,37,52,2010-09-03 09:27:25
73299,92,84,2010-09-03 09:32:09
73300,158,129,2010-09-03 09:32:57
73301,148,154,2010-09-03 09:34:03
73302,148,154,2010-09-03 09:34:57
73303,11,52,2010-09-03 09:40:08
73304,36,156,2010-09-03 09:42:32
73305,52,11,2010-09-03 09:42:46
73306,64,37,2010-09-03 09:46:54
73307,133,19,2010-09-03 09:50:56
73308,64,52,2010-09-03 09:51:20
73309,64,37,2010-09-03 09:51:20
73310,64,118,2010-09-03 09:51:20
73311,64,154,2010-09-03 09:51:20
73312,37,64,2010-09-03 09:52:06
73313,61,64,2010-09-03 09:54:43
73314,52,64,2010-09-03 09:55:01
73315,61,64,2010-09-03 09:55:01
73316,61,64,2010-09-03 09:55:21
73317,64,61,2010-09-03 09:55:39
73318,130,11,2010-09-03 09:56:50
73319,130,80,2010-09-03 09:56:50
73320,130,161,2010-09-03 09:56:50
73321,36,132,2010-09-03 09:58:28
73322,103,95,2010-09-03 09:59:09
73323,118,64,2010-09-03 09:59:57
73324,130,66,2010-09-03 10:01:52
73325,18,129,2010-09-03 10:06:22
73326,18,90,2010-09-03 10:06:22
73327,18,110,2010-09-03 10:06:22
73328,18,154,2010-09-03 10:06:22
73329,64,61,2010-09-03 10:06:30
73330,64,61,2010-09-03 10:07:00
73331,52,118,2010-09-03 10:10:29
73332,52,37,2010-09-03 10:10:29
73333,129,154,2010-09-03 10:11:46
73334,129,90,2010-09-03 10:11:46
73335,129,119,2010-09-03 10:11:46
73336,118,52,2010-09-03 10:12:12
73337,37,52,2010-09-03 10:16:57
73338,141,85,2010-09-03 10:17:26
73339,141,36,2010-09-03 10:17:26
73340,141,128,2010-09-03 10:17:26
73341,130,152,2010-09-03 10:18:37
73342,18,85,2010-09-03 10:24:48
73343,118,83,2010-09-03 10:29:02
73344,118,103,2010-09-03 10:29:02
73345,118,67,2010-09-03 10:29:02
73346,118,102,2010-09-03 10:29:02
73347,118,128,2010-09-03 10:29:02
73348,118,36,2010-09-03 10:29:02
73349,118,85,2010-09-03 10:29:02
73350,118,155,2010-09-03 10:29:02
73351,118,8,2010-09-03 10:29:02
73352,118,13,2010-09-03 10:29:02
73353,118,132,2010-09-03 10:29:02
73354,118,52,2010-09-03 10:29:02
73355,118,37,2010-09-03 10:29:02
73356,132,36,2010-09-03 10:36:59
73357,132,118,2010-09-03 10:36:59
73358,18,64,2010-09-03 10:44:30
73359,152,47,2010-09-03 10:45:55
73360,156,47,2010-09-03 10:46:39
73361,156,47,2010-09-03 10:47:11
73362,118,132,2010-09-03 10:47:32
73363,18,64,2010-09-03 10:49:00
73364,135,97,2010-09-03 10:53:48
73365,135,33,2010-09-03 10:53:48
73366,135,77,2010-09-03 10:53:48
73367,86,118,2010-09-03 10:53:48
73368,101,86,2010-09-03 10:54:36
73369,121,86,2010-09-03 10:54:38
73370,86,101,2010-09-03 10:55:25
73371,86,121,2010-09-03 10:55:40
73372,90,148,2010-09-03 10:57:49
73373,90,69,2010-09-03 10:57:49
73374,90,129,2010-09-03 10:58:48
73375,148,90,2010-09-03 11:00:46
73376,36,132,2010-09-03 11:05:36
73377,89,130,2010-09-03 11:20:41
73378,130,66,2010-09-03 11:22:37
73379,135,33,2010-09-03 11:25:13
73380,135,77,2010-09-03 11:25:13
73381,154,64,2010-09-03 11:27:33
73382,154,37,2010-09-03 11:28:13
73383,141,136,2010-09-03 11:33:04
73384,141,19,2010-09-03 11:33:04
73385,103,107,2010-09-03 11:33:28
73386,64,125,2010-09-03 11:37:16
73387,88,154,2010-09-03 11:42:42
73388,88,110,2010-09-03 11:42:42
73389,88,127,2010-09-03 11:42:42
73390,34,113,2010-09-03 11:53:01
73391,69,90,2010-09-03 11:54:46
73392,136,141,2010-09-03 12:08:22
73393,148,86,2010-09-03 12:09:03
73394,148,69,2010-09-03 12:09:03
73395,11,133,2010-09-03 12:18:57
73396,11,133,2010-09-03 12:20:29
73397,11,150,2010-09-03 12:21:34
73398,37,154,2010-09-03 12:32:10
73399,37,118,2010-09-03 12:32:10
73400,37,141,2010-09-03 12:32:10
73401,37,64,2010-09-03 12:32:10
73402,141,154,2010-09-03 12:38:59
73403,112,123,2010-09-03 12:43:52
73404,130,33,2010-09-03 12:47:48
73405,133,11,2010-09-03 12:52:30
73406,86,148,2010-09-03 12:52:54
73407,133,11,2010-09-03 12:53:03
73408,133,11,2010-09-03 12:53:06
73409,133,11,2010-09-03 12:53:54
73410,11,133,2010-09-03 12:53:54
73411,19,141,2010-09-03 12:53:54
73412,11,133,2010-09-03 12:54:05
73413,11,133,2010-09-03 12:54:25
73414,133,11,2010-09-03 12:54:40
73415,103,81,2010-09-03 12:55:43
73416,118,37,2010-09-03 12:56:08
73417,11,133,2010-09-03 12:56:30
73418,123,112,2010-09-03 13:00:32
73419,69,148,2010-09-03 13:03:06
73420,107,62,2010-09-03 13:05:57
73421,13,103,2010-09-03 13:06:35
73422,13,67,2010-09-03 13:06:52
73423,105,17,2010-09-03 13:06:56
73424,64,37,2010-09-03 13:07:13
73425,13,90,2010-09-03 13:11:41
73426,154,129,2010-09-03 13:14:59
73427,154,64,2010-09-03 13:14:59
73428,107,55,2010-09-03 13:21:57
73429,107,54,2010-09-03 13:21:57
73430,35,90,2010-09-03 13:25:08
73431,107,103,2010-09-03 13:25:44
73432,103,107,2010-09-03 13:26:44
73433,35,110,2010-09-03 13:28:11
73434,35,74,2010-09-03 13:28:12
73435,58,103,2010-09-03 13:35:29
73436,58,141,2010-09-03 13:38:50
73437,58,44,2010-09-03 13:38:50
73438,133,11,2010-09-03 13:42:27
73439,13,90,2010-09-03 13:45:24
73440,97,19,2010-09-03 13:48:34
73441,19,97,2010-09-03 13:48:53
73442,110,35,2010-09-03 13:50:37
73443,154,129,2010-09-03 13:52:03
73444,154,64,2010-09-03 13:52:03
73445,154,64,2010-09-03 13:53:19
73446,154,148,2010-09-03 13:53:20
73447,154,148,2010-09-03 13:53:21
73448,154,90,2010-09-03 13:53:32
73449,154,37,2010-09-03 13:53:33
73450,90,13,2010-09-03 13:57:44
73451,90,35,2010-09-03 13:59:29
73452,13,90,2010-09-03 13:59:50
73453,107,62,2010-09-03 14:06:11
73454,107,55,2010-09-03 14:06:11
73455,107,136,2010-09-03 14:06:11
73456,136,141,2010-09-03 14:21:32
73457,136,133,2010-09-03 14:21:32
73458,136,107,2010-09-03 14:21:32
73459,136,107,2010-09-03 14:22:21
73460,148,86,2010-09-03 14:31:11
73461,148,69,2010-09-03 14:31:11
73462,136,102,2010-09-03 14:34:44
73463,136,141,2010-09-03 14:34:44
73464,136,107,2010-09-03 14:34:44
73465,136,133,2010-09-03 14:34:44
73466,136,62,2010-09-03 14:34:44
73467,136,73,2010-09-03 14:34:44
73468,86,148,2010-09-03 14:35:48
73469,119,33,2010-09-03 14:36:42
73470,119,77,2010-09-03 14:36:42
73471,107,136,2010-09-03 14:39:10
73472,107,136,2010-09-03 14:39:17
73473,119,90,2010-09-03 14:40:36
73474,119,129,2010-09-03 14:40:36
73475,107,62,2010-09-03 14:41:53
73476,107,55,2010-09-03 14:41:53
73477,107,136,2010-09-03 14:41:53
73478,135,69,2010-09-03 14:42:53
73479,90,119,2010-09-03 14:44:59
73480,69,148,2010-09-03 15:09:21
73481,85,107,2010-09-03 15:58:07
73482,133,136,2010-09-04 13:32:07
73483,133,136,2010-09-04 13:33:36
73484,133,11,2010-09-04 19:27:10
73485,150,11,2010-09-06 06:05:28
73486,150,162,2010-09-06 06:23:13
73487,74,35,2010-09-06 06:25:47
73488,74,90,2010-09-06 06:25:47
73489,74,41,2010-09-06 06:25:47
73490,35,74,2010-09-06 06:27:20
73491,62,136,2010-09-06 06:33:15
73492,62,107,2010-09-06 06:33:51
73493,62,64,2010-09-06 06:37:16
73494,35,65,2010-09-06 06:41:34
73495,77,119,2010-09-06 06:42:27
73496,11,133,2010-09-06 06:44:10
73497,133,11,2010-09-06 06:45:22
73498,133,11,2010-09-06 06:46:15
73499,11,133,2010-09-06 06:47:04
73500,65,35,2010-09-06 06:47:08
73501,129,119,2010-09-06 06:48:14
73502,11,133,2010-09-06 06:48:31
73503,47,57,2010-09-06 06:52:44
73504,47,118,2010-09-06 06:52:44
73505,47,78,2010-09-06 06:52:44
73506,64,62,2010-09-06 06:53:28
73507,133,11,2010-09-06 06:55:43
73508,47,156,2010-09-06 06:56:57
73509,55,107,2010-09-06 06:57:06
73510,55,107,2010-09-06 06:57:09
73511,55,107,2010-09-06 06:57:14
73512,47,57,2010-09-06 06:57:40
73513,110,154,2010-09-06 07:01:34
73514,110,148,2010-09-06 07:01:34
73515,110,11,2010-09-06 07:01:34
73516,110,80,2010-09-06 07:01:34
73517,64,154,2010-09-06 07:01:49
73518,64,37,2010-09-06 07:01:49
73519,64,118,2010-09-06 07:01:49
73520,64,52,2010-09-06 07:01:49
73521,3,90,2010-09-06 07:02:03
73522,90,74,2010-09-06 07:02:07
73523,37,64,2010-09-06 07:02:36
73524,90,3,2010-09-06 07:03:16
73525,11,110,2010-09-06 07:04:25
73526,55,102,2010-09-06 07:10:51
73527,55,36,2010-09-06 07:10:51
73528,118,47,2010-09-06 07:14:43
73529,118,64,2010-09-06 07:14:43
73530,55,36,2010-09-06 07:15:25
73531,55,102,2010-09-06 07:15:25
73532,78,47,2010-09-06 07:17:34
73533,136,62,2010-09-06 07:19:09
73534,136,161,2010-09-06 07:19:09
73535,136,69,2010-09-06 07:19:09
73536,136,86,2010-09-06 07:19:09
73537,136,19,2010-09-06 07:19:09
73538,136,133,2010-09-06 07:19:09
73539,136,141,2010-09-06 07:19:09
73540,136,36,2010-09-06 07:19:09
73541,136,155,2010-09-06 07:19:09
73542,136,85,2010-09-06 07:19:09
73543,136,73,2010-09-06 07:19:09
73544,161,17,2010-09-06 07:19:18
73545,161,136,2010-09-06 07:19:29
73546,161,136,2010-09-06 07:19:40
73547,161,62,2010-09-06 07:19:55
73548,161,136,2010-09-06 07:20:00
73549,161,136,2010-09-06 07:20:29
73550,161,17,2010-09-06 07:20:34
73551,161,136,2010-09-06 07:20:40
73552,161,136,2010-09-06 07:21:17
73553,161,136,2010-09-06 07:22:00
73554,161,17,2010-09-06 07:22:13
73555,161,136,2010-09-06 07:22:17
73556,161,136,2010-09-06 07:22:48
73557,161,136,2010-09-06 07:22:58
73558,161,136,2010-09-06 07:23:37
73559,74,90,2010-09-06 07:25:15
73560,74,35,2010-09-06 07:25:15
